athleteID,TGFeventCount
837518,8
1347755,8
1936294,8
2817443,8
3981903,8
8121132,8
1868086,8
2838056,8
7382394,8
136783,8
251185,8
1139286,8
692086,8
2945608,8
5130523,8
6471899,8
263612,8
3973419,8
1762595,8
4494146,8
7352033,8
915918,8
1142674,8
3680998,8
5532375,8
575426,8
1936020,8
3762572,8
4853993,8
6505508,8
136782,8
3686365,8
5245723,8
6020372,8
7265899,8
7449259,8
4313110,8
7268084,8
192940,8
8334204,8
653441,8
7283375,7
3005002,7
5528612,7
7465798,7
2853157,7
7904017,7
8106404,7
676949,7
2981419,7
5743707,7
8360751,7
1918759,7
2002415,7
2469163,7
1774174,7
3671410,7
7119635,7
1958371,7
2892220,7
6780845,7
3086329,7
4788322,7
6213611,7
6435547,7
7256014,7
7302245,7
7914261,7
8137997,7
2432391,7
2670234,7
142846,7
955509,7
2418865,7
5146891,7
7502033,7
954606,7
7935863,7
3290113,7
7978861,7
763964,7
1010853,7
1783519,7
748840,7
2178200,7
2722151,7
5078025,7
6939439,7
746650,7
784371,7
1497268,7
3240284,7
7355294,7
7435536,7
776650,7
2600200,7
4574353,7
5826267,7
7955696,7
8188540,7
5155511,7
5990446,7
7295215,7
7484228,7
3337506,7
7475050,7
7707410,7
430923,7
5130537,7
45857,7
1194844,7
8138014,6
3532035,6
4148131,6
7033504,6
7427124,6
7311903,6
3870482,6
7368455,6
8316643,6
7948136,6
3898107,6
4793221,6
3403738,6
45938,6
2876016,6
1149319,6
1473857,6
1871183,6
7273908,6
7575797,6
7828185,6
254293,6
3145062,6
117629,6
232165,6
724308,6
5093498,6
5877832,6
201304,6
1337757,6
2790591,6
3062925,6
7614360,6
2169164,6
3239113,6
5486964,6
670321,6
785833,6
2074969,6
2773360,6
2925878,6
3239435,6
4371130,6
7613036,6
745498,6
1036547,6
3685054,6
7127136,6
251409,6
1267955,6
2777805,6
7322736,6
7880705,6
7889692,6
8239384,6
158640,6
7649906,6
7739592,6
1145040,6
1421222,6
3583600,6
7968939,6
764600,6
709058,6
1709166,6
2144741,6
4052105,6
4210137,6
6504223,6
7286276,6
1144224,6
1274523,6
2668068,6
5569793,6
8459339,6
3564207,6
4338654,6
6424738,6
6993640,6
7252802,6
684416,6
781331,6
1054824,6
1082790,6
1175684,6
1606787,6
1844316,6
4365449,6
5700720,6
1328841,6
2455534,6
3772853,6
5282652,6
5499824,6
5580186,6
404896,6
771146,6
8024466,6
8570018,6
8615011,6
3213341,5
5850748,5
6961938,5
3406059,5
3565706,5
5310833,5
7451243,5
8138011,5
8284165,5
3077818,5
7146706,5
7210386,5
154202,5
1377491,5
7942441,5
1922875,5
3751516,5
6095798,5
7359722,5
7365490,5
7601228,5
7851749,5
171675,5
1250443,5
1351684,5
3686546,5
3692163,5
4858528,5
5694177,5
6134604,5
6602443,5
7422508,5
1016146,5
1835000,5
3291897,5
3726626,5
4067306,5
6216314,5
6863979,5
8397656,5
408792,5
671370,5
2727361,5
7603061,5
979296,5
1180967,5
1457006,5
2109130,5
2442691,5
4292669,5
5273488,5
6079933,5
7115750,5
753480,5
980310,5
2934755,5
7207986,5
7330662,5
7667861,5
1447833,5
2048446,5
5104286,5
7325825,5
8202957,5
461984,5
635996,5
776373,5
994371,5
1323918,5
1652033,5
2177456,5
3130241,5
3301393,5
3993771,5
4101971,5
7313168,5
1726648,5
2011718,5
510213,5
2067391,5
4339410,5
5212773,5
5636300,5
6335965,5
7265913,5
532702,5
603915,5
2480118,5
7045314,5
7385808,5
4094221,5
654594,5
3711028,5
8461582,5
172392,5
723030,5
2711906,5
3260835,5
5083106,5
5294318,5
118477,5
695336,5
2091224,5
4567167,5
7915934,5
1947626,5
2036753,5
2208896,5
2379362,5
2649041,5
2697119,5
4075302,5
4173562,5
7420284,5
7861017,5
7958452,5
281071,5
736912,5
3586789,5
5553773,5
6020603,5
7293118,5
585675,5
678679,5
2738931,5
603635,5
5617641,5
8353240,5
7988556,5
8589648,5
6365575,5
7220202,4
7633398,4
7981163,4
2668146,4
4630474,4
5168474,4
7234892,4
7300568,4
7411698,4
3239145,4
6494640,4
6895897,4
568300,4
1757886,4
6460785,4
6717491,4
6730884,4
6818025,4
7922041,4
8054975,4
424353,4
689604,4
743037,4
956294,4
1108757,4
1468233,4
3161971,4
6204433,4
6857765,4
7271684,4
1481963,4
7453485,4
302931,4
549133,4
4267669,4
7476318,4
3167917,4
3215472,4
4060365,4
7160382,4
7343408,4
7359708,4
275830,4
1224607,4
1829988,4
1066958,4
2068137,4
2679482,4
3506497,4
3769861,4
3804760,4
4685342,4
4702563,4
5181493,4
6289086,4
7257160,4
8230036,4
8326241,4
231999,4
420534,4
628872,4
1215866,4
3334942,4
3773406,4
7300673,4
7442932,4
179690,4
434268,4
1030314,4
1671341,4
2127164,4
2722182,4
2834839,4
2926459,4
2988100,4
3739527,4
5632402,4
5928975,4
6526077,4
7072727,4
7601037,4
20890,4
423142,4
1797828,4
2379350,4
2509006,4
5114027,4
6079955,4
6129004,4
7659238,4
154049,4
1522885,4
2079573,4
3399096,4
4320477,4
4526560,4
4657914,4
5370911,4
7458818,4
7985255,4
258411,4
565708,4
846371,4
1471375,4
3069759,4
5038666,4
5786640,4
5888084,4
7627777,4
7646811,4
7649533,4
148896,4
2447413,4
7788373,4
645983,4
724457,4
1674416,4
2346818,4
2622142,4
4979846,4
7112358,4
7382707,4
7975896,4
8311699,4
336534,4
702519,4
1910705,4
3077960,4
3408480,4
4323575,4
4422397,4
4630554,4
4808626,4
7197852,4
7261325,4
7412518,4
7484140,4
7601214,4
216450,4
245406,4
757708,4
827715,4
1684272,4
1762726,4
2822389,4
5309381,4
7265187,4
7300627,4
7418391,4
331171,4
348251,4
438491,4
642577,4
1625331,4
3463136,4
3870218,4
3886474,4
5855732,4
8069868,4
366288,4
973139,4
5034247,4
7226383,4
7265256,4
392479,4
750116,4
835784,4
1727023,4
2714496,4
1245690,4
8416226,4
1603684,4
7273804,4
7451613,4
8417259,4
5988383,4
3278213,3
5894150,3
6825311,3
7601117,3
8347034,3
8475640,3
3324204,3
6980471,3
7382719,3
7601089,3
3004550,3
3239760,3
7300312,3
7368629,3
7496052,3
7594842,3
7236250,3
7344846,3
5183674,3
7220173,3
3300534,3
7963125,3
7897079,3
7995312,3
387567,3
767986,3
933572,3
1342775,3
3073230,3
4724901,3
4742133,3
4789496,3
5641753,3
6504639,3
6870457,3
7277214,3
7400717,3
8129858,3
273534,3
964221,3
2472917,3
3617627,3
4008634,3
4290144,3
5172313,3
7444500,3
7523581,3
8439004,3
645988,3
387568,3
1788622,3
2418693,3
4606278,3
7425897,3
32373,3
1606445,3
1988685,3
2575802,3
2956621,3
3426953,3
7366316,3
7571738,3
158639,3
629645,3
955620,3
1132968,3
1612853,3
3113024,3
4050426,3
5015625,3
7050863,3
7262574,3
7368490,3
7486556,3
8056321,3
8193630,3
300959,3
477400,3
604310,3
782072,3
1556117,3
1743175,3
1999944,3
2766679,3
3311710,3
3524332,3
3975207,3
4046254,3
4069504,3
4864472,3
6108920,3
7353398,3
368311,3
678672,3
1690173,3
1719590,3
1877056,3
2080864,3
2800353,3
2889661,3
2900675,3
3078127,3
3488915,3
3962080,3
5084644,3
6385996,3
7054578,3
7207261,3
7256992,3
7300296,3
7436800,3
7749959,3
525004,3
863224,3
912928,3
1018518,3
1525269,3
2981200,3
4166158,3
4606199,3
5030453,3
5321953,3
7306516,3
7332334,3
7495408,3
7594829,3
8475638,3
333981,3
452861,3
606312,3
715643,3
1310257,3
2152689,3
2872607,3
3458241,3
3613754,3
4768043,3
5523974,3
6450527,3
1375473,3
1390355,3
1472890,3
1562255,3
2110410,3
2319897,3
5397292,3
6550342,3
7979250,3
52121,3
52213,3
200771,3
429290,3
637366,3
645705,3
1328824,3
1708478,3
3062467,3
3486139,3
4364663,3
4407341,3
5407211,3
6710907,3
57525,3
773513,3
1083316,3
2840090,3
4417160,3
4804331,3
7121932,3
304001,3
349986,3
4300210,3
352904,3
406442,3
508823,3
663566,3
1314716,3
1797791,3
2253926,3
3297071,3
3661740,3
4345017,3
5100225,3
5374804,3
5714575,3
5994300,3
7383386,3
7418594,3
7438290,3
7452344,3
7497086,3
7681385,3
8401709,3
8475635,3
8475981,3
193703,3
291036,3
352997,3
1013786,3
2342159,3
2457967,3
3055789,3
3535872,3
4403510,3
4581538,3
4961085,3
5363322,3
5552689,3
5727329,3
7004923,3
7061698,3
7496540,3
7531917,3
7532044,3
7833521,3
245896,3
642125,3
803094,3
1160713,3
1782948,3
2503000,3
3148933,3
3149722,3
4374625,3
6430315,3
7342022,3
7441067,3
7505294,3
7592114,3
601427,3
750734,3
787343,3
889477,3
1737048,3
1781254,3
1868070,3
1902246,3
2645515,3
2773377,3
3708443,3
6302607,3
7253924,3
7462605,3
7512275,3
7532521,3
7716177,3
8410222,3
32372,3
127185,3
648595,3
955686,3
1084998,3
1205257,3
3686305,3
6615402,3
7115757,3
7255736,3
7275741,3
7400433,3
7646806,3
7894356,3
7985265,3
258385,3
643365,3
952524,3
2348457,3
3005664,3
3022756,3
3669844,3
4838238,3
7028695,3
7521378,3
7646793,3
8047483,3
350542,3
470484,3
1096475,3
1264821,3
2091812,3
8397943,3
8685063,3
8569161,3
7197345,3
8554128,3
649594,3
955528,3
8550821,3
7582062,2
3406112,2
3520483,2
5385811,2
5767631,2
7287789,2
7304257,2
7502993,2
7531971,2
7602531,2
7890512,2
2958735,2
5894175,2
7300466,2
7383484,2
7443919,2
7449647,2
7532010,2
1595606,2
1954120,2
2670268,2
2814193,2
3430291,2
4106936,2
4661811,2
4749515,2
4809698,2
4937729,2
5336499,2
7269286,2
7890514,2
8117330,2
8361498,2
8477350,2
8513428,2
982375,2
5323772,2
7288864,2
7324178,2
8422325,2
1300245,2
1855992,2
2074543,2
2577754,2
3300553,2
4661886,2
5198218,2
7441056,2
7444510,2
7445996,2
7501817,2
1674206,2
3526847,2
4167627,2
8039526,2
8494344,2
1596917,2
199631,2
614413,2
733304,2
1527127,2
1818736,2
2031114,2
3946335,2
4998457,2
5700793,2
5754029,2
5851572,2
5917715,2
7301138,2
7511048,2
7891565,2
7913248,2
326765,2
613840,2
861279,2
1268311,2
1546293,2
2872891,2
3356204,2
4559133,2
5037601,2
5105108,2
5277063,2
5927588,2
6269392,2
6542419,2
6740247,2
7145314,2
7171929,2
7387369,2
7457737,2
7647610,2
7718612,2
8064823,2
153167,2
155416,2
240657,2
980767,2
1694321,2
1816836,2
1842058,2
2387820,2
2503973,2
2538099,2
4074483,2
4709075,2
6215650,2
7303344,2
7366100,2
7402337,2
7560414,2
1565833,2
627522,2
668155,2
688358,2
1977620,2
4479350,2
5292649,2
5644076,2
6288700,2
6928668,2
7509839,2
7717755,2
7826301,2
7827979,2
8346720,2
367572,2
1251244,2
3473283,2
3631341,2
3986509,2
4734451,2
5129005,2
5180463,2
5225079,2
5261278,2
5627192,2
6215627,2
7132796,2
7206097,2
7292732,2
7507530,2
7767116,2
7848627,2
8488534,2
32370,2
767891,2
806657,2
2069265,2
2842187,2
2857920,2
3532662,2
3815079,2
3934715,2
4572388,2
4853921,2
5223216,2
5584504,2
6853572,2
7286654,2
7437663,2
7682202,2
7794764,2
8057304,2
263619,2
646520,2
1026645,2
1456815,2
1485923,2
2785535,2
3901931,2
4147577,2
5293201,2
5711461,2
7177465,2
7228722,2
7557444,2
7579510,2
8024262,2
8049790,2
8074088,2
129336,2
188133,2
309339,2
398035,2
400810,2
503167,2
616484,2
707354,2
784734,2
850744,2
1103107,2
1365516,2
1569705,2
1865655,2
2185930,2
2321459,2
2472024,2
2514200,2
2640269,2
2872121,2
2947701,2
4543348,2
5028290,2
7404903,2
7502875,2
7633335,2
7998414,2
8401194,2
8473729,2
86024,2
158330,2
163359,2
726077,2
743921,2
863216,2
926359,2
941966,2
1038903,2
1114453,2
1219659,2
1271276,2
1454972,2
1484142,2
1878787,2
2012756,2
2069794,2
2913015,2
3794260,2
3970253,2
4040268,2
4101771,2
4382119,2
4633113,2
5239159,2
5550249,2
7059556,2
7087766,2
7120165,2
7265550,2
7345165,2
7414538,2
7496665,2
7532495,2
7767298,2
7919821,2
8292473,2
13846,2
143392,2
338405,2
357367,2
624445,2
673205,2
689629,2
759709,2
837173,2
1554168,2
1812789,2
1912832,2
1957219,2
1959499,2
2018049,2
2047176,2
3516098,2
4253674,2
5076838,2
5127431,2
7218212,2
7438895,2
7448208,2
8154327,2
197790,2
275946,2
276382,2
289368,2
295540,2
487892,2
523220,2
832241,2
835641,2
1295907,2
1307417,2
1736665,2
1872397,2
2218409,2
2313140,2
2536864,2
2693010,2
2889591,2
3573328,2
3886483,2
4422311,2
4582519,2
4794780,2
5601882,2
6569291,2
7361242,2
102345,2
410659,2
451623,2
581211,2
662566,2
729599,2
1132608,2
1166276,2
1440372,2
1510951,2
1552787,2
1974549,2
2078145,2
3508431,2
3630806,2
3725880,2
4200175,2
5248918,2
5556615,2
5960562,2
6202410,2
6278413,2
6482110,2
7856591,2
1380,2
129495,2
835657,2
1141358,2
3742583,2
4842413,2
5670989,2
6205121,2
234430,2
507041,2
1375807,2
1796910,2
3655834,2
5070131,2
7282038,2
7551591,2
204625,2
1469281,2
209392,2
218309,2
817456,2
825388,2
1017260,2
1252685,2
1719011,2
1753681,2
2135679,2
2153221,2
2714648,2
3269656,2
3315276,2
4089819,2
4147454,2
4593091,2
4784922,2
5601293,2
6769720,2
7235672,2
7248827,2
7262583,2
7273272,2
7292043,2
7294340,2
7398428,2
7453909,2
7652039,2
7844970,2
8031965,2
8064169,2
8064174,2
8077314,2
8279570,2
5269,2
248370,2
502088,2
1157019,2
1255334,2
1612412,2
1887008,2
1946010,2
2441325,2
2688574,2
3711169,2
5350128,2
5371271,2
5760751,2
5833283,2
6094313,2
7229841,2
7250677,2
7263058,2
7287758,2
7347856,2
8251997,2
8481774,2
89886,2
166293,2
171040,2
629509,2
662572,2
666866,2
698669,2
796012,2
1022371,2
1145813,2
1205122,2
1410388,2
1960715,2
2184414,2
2280387,2
3193734,2
3338233,2
3975734,2
4113096,2
4275346,2
4307197,2
5424907,2
5522681,2
6349820,2
6734304,2
6991183,2
7285099,2
7443923,2
7460045,2
8106418,2
369562,2
417407,2
648390,2
706396,2
832250,2
947963,2
1301122,2
1333369,2
1425568,2
1861447,2
1917216,2
1988640,2
2003984,2
2228682,2
2398561,2
3423311,2
3450961,2
3485998,2
3615051,2
3786810,2
3975630,2
4352501,2
4406770,2
6653399,2
7503561,2
7906111,2
8329656,2
1257,2
13845,2
175311,2
217390,2
239871,2
282303,2
307751,2
408720,2
755614,2
1018062,2
1434475,2
1462521,2
1530363,2
1789865,2
2473452,2
2779082,2
2790091,2
3153715,2
3472315,2
3516106,2
4080785,2
4401247,2
5397212,2
7041463,2
7085970,2
7254296,2
7471413,2
7889012,2
699745,2
728871,2
2087290,2
3108583,2
4628733,2
6419045,2
6786264,2
7412962,2
7501806,2
227467,2
1283515,2
3655858,2
6205128,2
2275728,2
4807603,2
5960187,2
8480658,2
8602849,2
8488016,2
2831702,2
7667691,2
8568186,2
2428333,2
7509566,2
8568001,2
1241779,2
8230946,2
1444308,2
8418369,2
8481298,2
8658362,2
2655455,2
4903643,2
8082003,2
2439241,2
8538140,2
157011,2
636990,2
3928885,2
4060972,2
696672,2
8548814,2
2968592,2
2117512,2
8665697,2
7924369,1
8047404,1
8278243,1
2074812,1
2178973,1
2673724,1
2985482,1
3384636,1
3509955,1
3721899,1
3761428,1
3838427,1
4960554,1
5115805,1
5170131,1
5258280,1
5371292,1
5408996,1
5427088,1
5599023,1
5680867,1
5816690,1
5905955,1
6056393,1
6098631,1
6549987,1
6940278,1
6947882,1
6966214,1
7220969,1
7262522,1
7267404,1
7309728,1
7324404,1
7369994,1
7425420,1
7426722,1
7428098,1
7437983,1
7442222,1
7442686,1
7444148,1
7444535,1
7446147,1
7448590,1
7449385,1
7450357,1
7498377,1
7631788,1
7671369,1
7985525,1
8237308,1
8237315,1
2621757,1
2819589,1
3038007,1
3430939,1
4059839,1
4100321,1
4716382,1
4995777,1
4995781,1
5021026,1
5308464,1
5719346,1
6243981,1
6497047,1
6852450,1
6887923,1
6943922,1
7203831,1
7337804,1
7370047,1
7419057,1
7440933,1
7444389,1
7444524,1
7444882,1
7445143,1
7449284,1
7449372,1
7450159,1
7451013,1
7463345,1
7503036,1
7790005,1
7814203,1
7912098,1
7917754,1
598769,1
724641,1
766322,1
1042574,1
1074822,1
1165935,1
1387403,1
1768270,1
1940078,1
2335451,1
2364330,1
2418845,1
2593808,1
2597575,1
2638730,1
2647332,1
2673714,1
2874603,1
2920473,1
3101331,1
3124539,1
3276911,1
3279387,1
3327108,1
3396939,1
3411130,1
3424968,1
3458431,1
3506474,1
3507573,1
3568683,1
3863079,1
4056694,1
4661868,1
5371286,1
5385825,1
5508628,1
5513117,1
5799892,1
5835124,1
5891685,1
6986511,1
7039846,1
7056494,1
7126338,1
7179570,1
7261693,1
7304248,1
7328952,1
7425406,1
7436336,1
7438758,1
7439980,1
7441026,1
7442024,1
7443090,1
7447197,1
7447787,1
7448795,1
7449422,1
7557700,1
7557784,1
7603220,1
7682159,1
7705493,1
7713584,1
7818946,1
8028113,1
8119979,1
8123299,1
305598,1
627819,1
1007778,1
1007788,1
1084460,1
1444676,1
1509834,1
1700033,1
1775163,1
2170270,1
2316079,1
2618574,1
2756536,1
4301985,1
4470678,1
5202258,1
5776919,1
5776921,1
6725227,1
7324966,1
7347885,1
7705409,1
1165933,1
1685146,1
1795296,1
1817752,1
1817767,1
2425149,1
3239178,1
3386347,1
3411128,1
3423516,1
3657743,1
4100309,1
4106487,1
4420990,1
4938934,1
5066217,1
5247140,1
5605200,1
5905455,1
6340784,1
6761660,1
7307958,1
7329134,1
7329139,1
7373996,1
7402751,1
7449553,1
7450257,1
7450565,1
7451857,1
7526388,1
7592121,1
7594849,1
7672444,1
8059113,1
8113398,1
8225594,1
781948,1
1022375,1
2076024,1
2364327,1
2545785,1
5990974,1
6314896,1
7491630,1
7496384,1
7570129,1
249077,1
436048,1
567302,1
890490,1
2582673,1
3366700,1
3543458,1
5522196,1
7496291,1
7941576,1
7964009,1
158157,1
223792,1
257350,1
273179,1
352277,1
585237,1
646898,1
993262,1
1125431,1
1259829,1
1381424,1
1558890,1
1876166,1
1889939,1
1900124,1
2042208,1
2220687,1
2229461,1
2404157,1
2704088,1
3443776,1
5065494,1
5108289,1
5277548,1
5546855,1
5569070,1
6274784,1
6450971,1
7282483,1
7400692,1
7437840,1
7452637,1
7476416,1
7789628,1
7895725,1
8380695,1
4468,1
87001,1
133559,1
181765,1
321104,1
371156,1
371735,1
399737,1
679112,1
825105,1
1193744,1
1489914,1
1519617,1
1698448,1
2048129,1
2263652,1
2885046,1
3112922,1
3303805,1
3335635,1
3423327,1
3564783,1
3769433,1
3782578,1
3907267,1
4179234,1
4194924,1
4197106,1
4457911,1
4806133,1
4837125,1
4874360,1
4970796,1
4976198,1
5136341,1
5223699,1
5257824,1
5387690,1
6082058,1
6420831,1
6442832,1
6474860,1
6523845,1
6537275,1
6752221,1
7090879,1
7092895,1
7103377,1
7280943,1
7281804,1
7299997,1
7310478,1
7316426,1
7379333,1
7422801,1
7449643,1
7470995,1
7504668,1
7533233,1
7544540,1
7574705,1
7582632,1
7607803,1
7658773,1
7659503,1
7711482,1
7742944,1
7787663,1
7821048,1
7832162,1
7872192,1
7896685,1
7991153,1
8053758,1
8346549,1
57368,1
123887,1
175393,1
209468,1
273543,1
331462,1
374713,1
628171,1
642166,1
683216,1
741742,1
819893,1
855904,1
976474,1
1020756,1
1091629,1
1126571,1
1151414,1
1346705,1
1387690,1
1444072,1
1483465,1
1541522,1
1595865,1
1710444,1
1978047,1
2046624,1
2177229,1
2218136,1
2306053,1
2357708,1
2423998,1
2502396,1
2521904,1
2528837,1
2667723,1
3125129,1
3262742,1
3386430,1
3387244,1
3390205,1
3414496,1
3494344,1
3577278,1
3784283,1
3792629,1
3890257,1
4027095,1
4148476,1
4192886,1
4370857,1
4539489,1
4693618,1
4731614,1
4755976,1
4805135,1
4843988,1
4937313,1
5125012,1
5221456,1
5245358,1
5252415,1
5303098,1
5560329,1
6498396,1
6862095,1
6996354,1
7072430,1
7143320,1
7145141,1
7165502,1
7213896,1
7249194,1
7272335,1
7275619,1
7285157,1
7422613,1
7443258,1
7542559,1
7619304,1
7708123,1
7959824,1
8307993,1
8333010,1
8334971,1
6512306,1
486886,1
656068,1
752789,1
755631,1
1296309,1
2050992,1
2110859,1
2158235,1
2185613,1
2232566,1
3091539,1
3732848,1
5487476,1
5783530,1
6207339,1
6247292,1
6393966,1
6728180,1
7091474,1
7091952,1
7173268,1
7178093,1
7214971,1
7215841,1
7298164,1
7314679,1
7490860,1
7499037,1
7565299,1
7569316,1
7592135,1
7782141,1
7799157,1
8025599,1
8028501,1
8079403,1
8099833,1
8105708,1
8164632,1
8262247,1
8341784,1
8383096,1
104917,1
139731,1
204556,1
214843,1
467244,1
557858,1
669021,1
907409,1
961722,1
1170320,1
1267959,1
1295879,1
1320499,1
1346224,1
1432904,1
1828661,1
1878622,1
2030630,1
2463971,1
2882133,1
3004998,1
3330525,1
3549549,1
3697049,1
3749133,1
4032522,1
4393871,1
4453106,1
4503306,1
4510385,1
4510726,1
4549159,1
4633185,1
4665284,1
5047544,1
5065225,1
5076352,1
5111544,1
5224901,1
5345404,1
5410771,1
5526840,1
5585184,1
5590433,1
5937755,1
6013873,1
6080291,1
6205045,1
6282854,1
6318056,1
6324284,1
6330916,1
6334120,1
6469381,1
6565079,1
6615506,1
6626733,1
6715542,1
6845462,1
7002801,1
7069568,1
7084264,1
7115959,1
7165560,1
7199411,1
7236074,1
7244344,1
7250783,1
7273712,1
7348308,1
7379303,1
7413294,1
7422376,1
7486732,1
7509915,1
7530264,1
7530851,1
7569557,1
7590254,1
